index,Dominant_Topic,Percent_Contribution,Important_Keywords,Mission
109,0.0,0.7462000250816345,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","jam community art wants to activate, beautify and inspire communities through the process of artmaking together and leaving behind a work of art to share with others. see jamcommunityart.com for a summary of projects.  my main focus is to activate and inspire communities in need with art making."
110,0.0,0.878600001335144,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","jumblies theatre is a community arts charitable organization that was founded in 2001 by ruth howard. its mandate is to make high-calibre art with people about where they are, what they it offers three main components to their work:

jumblies ventures takes on multi-year art residencies in diverse communities. through a multi-disciplinary artistic process, a team of artists research, create and produce a theatrical production while forming community partnerships involving several hundred community residents and dozens of skilled artists while providing hundreds of art workshops and art outreach opportunities.



jumblies offshoots maintains relationships with people and communities they have previously worked with by supporting new leadership and sustainable community arts initiatives.



jumblies studio trains and mentors artists in community arts practice and provides internships for trainees in community arts organizations. jumblies is  jumblies"
111,0.0,0.82669997215271,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","our central mission is to use the arts to empower students, youth and adults to express themselves through the creative process, and in doing so engage diverse communities in thought and collaboration. kick start arts provides opportunities to explore multiple art forms, by producing new work, and providing workshops in school and community settings. we utilize a co-creation process between professional artists, and participants, combining their experiences and perspectives with our expertise in the art form. kick start arts has a particular interest in engaging inner city youth, building their capacity to use a variety of artistic tools and approaches to tell their stories, and to use the arts for positive social change. we do a multitude of diverse projects over a year but to give you a taste:

~ our current big community-engaged project is the regent park project - a film initiative with youth from regent park and beyond. this is a free program which is happening over time (we are entering our third year). participants work collaboratively with professional artists as we offer free training, creation work, production experience and support. (see teaser and youth video)

two other projects that offer a window into the kind of work we do are: 

~ a multi-disciplinary full week intensive where young people have the opportunity to create a multi-disciplinary show (see video) 

~ a three dimensional 'peace tree' installation created collaboratively with primary students to create a space for mindfulness in their school. (see photos) this shows a clip from a multi-disciplinary project we artistic directed with youth in regent park, in partnership with the spectrum collective.

https://youtu.be/e7npkh4uu5q



here you hear from our participants in the regent park project - a free film-making initiative with youth form regent park and beyond.

https://youtu.be/friy9ld5zyi



this is the teaser for season one of our web series created with the youth in the clip above:

https://youtu.be/igjdm691lmy



videos are all created by kick start arts society.

directed by sheena d. robertson"
112,0.0,0.5515000224113464,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","dawson city arts society (dcas) is a community organization created to enrich the quality of life in the yukon through the enhancement of arts, culture and an art based economy.

mission: dawson city arts society is a catalyst, creator and facilitator in arts education, arts presentation and arts celebration. dcas seeks involvement from the community and from emerging and professional artists at the local, national and international level."
113,5.0,0.5101000070571899,"art, program, commun, school, artist, disabl, organ, youth, engag, public","the koffler centre of the arts is a cultural platform that engages audiences of all ages and backgrounds in a vibrant dialogue exploring critical ideas and concerns of our time. 





as a jewish organization, we value  exhibitions, performances, discussions, publications, digital initiatives, workshops, community-arts projects, school programs."
114,0.0,0.7134000062942505,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","lake country artwalk works to provide a high quality art show of original art of all forms, to support artists of the okanagan valley, and to offer a special experience for all citizens. artwalk is a two day arts festival based on a huge visual arts show, over 300 artists, all forms of art. all work is juried into the show. sub-displays of fibre arts, and photography. musical performances on 5 stages, comedy performance in creekside theatre. many opportunities on site to enjoy, such as live model drawing, artist demonstrations, paint-off competition, try your hand at stone carving, workshops on a variety of topics, digital arts photo essay, youth art exhibitions.


this year"
115,0.0,0.9383999705314636,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","lakeshore arts is committed to improving the availability of arts and culture within our neighbourhood. we encourage people of all ages and backgrounds to participate in the arts - as a way of enriching their lives and strengthening our community. lakeshore arts offers community arts programs for youth, coordinates multi-generational community arts projects and events, runs summer camps for children and youth, and partners with local schools, libraries and community organizations to increase access to the arts. lakeshore arts has a gallery space, an online hub called 1000 acts of art, a small but mighty staff and a dedicated team of volunteers. http://www.1000acts-of-art.ca

http://www.lakeshorts.ca

http://www.artonthemove.ca"
116,5.0,0.4609000086784363,"art, program, commun, school, artist, disabl, organ, youth, engag, public","lamp community health centre strives to improve quality of life in our communities by supporting people to reach their fullest potential. we do this by working in partnership with our communities to address new and emerging community needs. lamp supports a wide-range of community programs, health care services, and advocacy initiatives that promote the physical, emotional, mental, ethno-cultural, social and economic well-being of our communities. various projects, youth arts, wtdep arts, adult arts



lamp's arts projects vary as per funding. arts and culture is a social determinant of health and helps to improve wellbeing. we also do annual events like black history, streetbana and the ray summer festival which includes cultural dance and food.past and current projects include expressive arts, painting,crafts, and music. ruckus an annual youth talent and fashion showcase, a partnership with mabelle arts, laser eagles, mural art, photography and video programming,vocals etc. the remix project was created from i.c. visions a youth hip hop project."
117,0.0,0.6668999791145325,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","the south essex arts association is dedicated to creating and sustaining a celebration of the human spirit through the nurturing of the arts within our community. art gallery, gift shop, museum, art classes, lectures, arts festivals, artist markets, lectures, seminars and more."
118,0.0,0.8977000117301941,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","in love's programs we build community. through strong, meaningful relationships we work to provide opportunities for young people to see their brilliance and skills, and we support them to use their strengths to build healthy, happy, successful lives. love supports our youth to learn leadership and life skills while they create artworks that become powerful education tools. our team of youth spokespeople use media arts as educational tools to teach community members about root causes, effects, and alternatives to violence. love's youth also facilitate presentations, workshops, and processes to reach out purposefully to teach people in their communities about anti-violence, youth culture, social justice, and other issues that are important to them. our youth educate thousands of youth, adults, and groups throughout our communities every year. love provides opportunities for youth to use media arts as means to express themselves constructively, learn and practice skills, and overcome barriers. love"
119,0.0,0.6852999925613403,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","to break the cycle of violence in the lives of young people and in our communities by building a team of youth leaders who communicate a message of anti-violence. love bc is a violence prevention organization that provides media arts and leadership workshops to youth between the ages of 13 to 19. youth attend weekly after we use a broad youth-driven definition of violence, which allows for issues such as self-harm, substance use, cyber-bullying (cyber-violence), physical and emotional violence, stigmatization and marginalization, as well as racism, sexism, homophobia and all other forms of intentional exclusion, to be included in our conversations about violence."
120,5.0,0.4223000109195709,"art, program, commun, school, artist, disabl, organ, youth, engag, public","the mission of the london creative age network (lcan) is to improve the quality of life of london's older adults by organizing creative aging programs in their neighbourhoods and engaging isolated seniors in the arts and cultural life of the city. -organizing annual creative age festival

-organizing and promoting ongoing creative aging arts programs at local neighbourhood libraries

-engaging older adults to help plan programs, events and activities

-applying for grants and sponsorship funds to sustain programs

-promoting and practicing cross sector collaboration

-organizing and implementing social media and community awareness campaigns to educate about a rapidly aging population and a new generation of older adults approaching retirement

-making presentations to municipal, arts, health and seniors' organizations

-raising awareness about the need to stop ageism in our communities"
121,0.0,0.6618000268936157,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","at the heart of our project, love intersections fundamentally operates from an anti-oppression framework  we are proud that our short films have screened in over 20 film festivals across the globe, bringing to life the intersecting dimensions of queerness, indigeneity, racial and cultural identity, family, allyship, and love. aside from using films to evoke the experiences of diverse queer lives, love intersections also features academic papers, short stories, poems, essays, silly rants and ultimately vulnerable narratives to engage in artful social change."
122,3.0,0.5871000289916992,"art, commun, space, stori, cultur, creativ, share, peopl, togeth, creat","mabellearts brings together people of all ages, backgrounds and abilities to make art, tell stories and creatively transform the place that is mabelle  the artistic vision of all mabellearts projects grows from the belief that art making and sharing is itself an act of rebellion against forces of market control and gentrification.  we believe that the act of making beautiful a shared space, object or event is essential to the role of the artist and the promise of urban renewal.  this has always been the role of art  we work with people of all ages and backgrounds living in the mabelle neighbourhood "
123,0.0,0.5322999954223633,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","mccl provides an environment of respect where youth can re-engage in school through creative arts programs. we foster an interest in lifelong learning in order to decrease dropout rates from school and empower youth to pursue careers that will provide financial independence and allow them to contribute positively to our community. macphee centre for creative learning offers free of charge after-school creative learning programming during the school year. the programs are intended for youth ages 12-19 who are disengaged in their education and at-risk of dropping out, but we welcome any youth who feel they could benefit from our space. the main goal of macphee centre for creative learning is to help youth connect their passions with purpose in a safe and inclusive environment."
124,0.0,0.572700023651123,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","making room community arts is a radically inclusive, multi-disciplinary arts company in long-term residence at the parkdale activity recreation centre. we create celebrations and ceremonies, large and small out of the ground of everyday life. 

we seek to return art to its rightful place in everyday life as a bridge between our inner and exterior worlds. we do this by bringing together people, places and things that have been previously kept apart: noise and silence, action and contemplation, rest and movement, artists and non-artists, the housed and under-housed  o regular arts drop-ins and art-meditation sessions leading to annual large-scale celebrations

o celebrations of seasonal and life cycle markers, creation of new rituals

o internships, workshops, seminars, conferences

o forming long-term and transformative partnerships and collaborations

o renovating and transformation of indoors and outdoor spaces for our activities."
125,0.0,0.5351999998092651,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","manifesto works to unite, inspire, and empower diverse communities of young people through arts and culture. manifesto produces a variety of programming throughout the year, including an internship program, workshops, artist talks, townhall meetings, and more. the organization is most recognized for the annual festival of community & culture, a celebration of music, visual art, dance and culture. rooted in hip hop, this festival works to unite, energize, cultivate and celebrate toronto our space 


37 bulwer is a social hub where great energies merge! our space has been used to host; artist talks, yoga classes, gallery exhibitions, workshops and collaborative meetings, culinary events and other creative endeavours. 


the venue is located at 37 bulwer street in the heart of downtown toronto, just north-east of queen st. and spadina ave. steps away from creative industries of queen west, the space is a unique venue for hosting events, parties, and gatherings. if you are interested in visiting or booking our space, please visit themanifesto.ca/space or contact space@themanifesto.ca."
126,0.0,0.5248000025749207,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","the manitoba printmakers association maintains the heritage of excellence in printmaking while advancing artists and innovation through technique, education and community engagement at its sustainable martha street studio facility. martha street studio is the only not-for-profit printmaking studio and exhibition space in manitoba. as a unique organization we work with professional and community based organizations towards a common goal of enriching the lives of manitobans through the production and dissemination of the arts and the art of printmaking. we do this by providing adult classes in all forms of printmaking, production studio rental to member printmakers, professional exhibitions of print based work and custom designed intensive workshops (geared to community groups as well as the professional community) both on site and off. we have a sales area that markets prints from local and national artists. we also feature an extensive youth outreach program that provides free training in all forms of print based art making to youth aged 16 to 25. vision: "
127,0.0,0.6358000040054321,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","mentoring artists for women mawa offers mentorships (of varying lengths and focuses), lectures, artist talks, skills based workshops, professional practices workshops, critical reading groups, studio visits, an artist"
128,1.0,0.7486000061035156,"commun, art, nation, cultur, indigen, danc, work, artist, first, workshop","to work with those who have an interest to learn of first nation's culture through the arts with appreciation. researching first nations, learning of the seven grandfather teachings, mixing color, wall mural layout and design, painting. all participants learn the value of working together as a team, respecting those they work with and from while in a safe environment."
129,5.0,0.4180999994277954,"art, program, commun, school, artist, disabl, organ, youth, engag, public","our mission is to bridge the gap between the indigenous and non-indigenous residents of sault ste. marie and surrounding areas, by creating a space to learn and converse during group exhibits and workshops. we offer monthly traditional and modern indigenous art workshops which range from learning how to document your art work to soapstone carvings and drum making. these workshops are free for the public of sault ste. marie, on and will be running until the end of january 2018."
130,5.0,0.8122000098228455,"art, program, commun, school, artist, disabl, organ, youth, engag, public","this program is designed to increase students for the 2017-18 school year, we have our arts concentration program running in four secondary schools in the eeyou istchee: voyageur memorial school in mistissini, wiinibekuu school in waskaganish, james bay eeyou school in chisasibi and luke mettaweskum school in nemaska."
131,6.0,0.5080999732017517,"commun, art, creativ, women, workshop, write, program, experi, creat, provid","we create stronger and more equitable communities through collective creative experiences. we used open-ended, process-focused arts activities to foster dialogue within the community."
132,1.0,0.6730999946594238,"commun, art, nation, cultur, indigen, danc, work, artist, first, workshop","artistic mission and profile of the organization:

to educate and increase the public additional languages (continued): we have worked in more than 25 languages and dialects including english, french, cantonese, mandarin, tagalog, urdu, punjabi, eritrean,  japanese, gaelic, spanish, various indigenous languages including cree, musqueum, squamish and tsleil-waututh.



about us: "
133,0.0,0.5059000253677368,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","momo brings together professional artists and prospective artists, with and without disability to explore movement, voice, theatre, dance, and improvisational disciplines. 



artists of all abilities, skills and levels are supported and challenged in the practice, creation and performance of distinctive works of dance theatre that reflect our unique community and its individuals. 



momo mixed ability dance theatre brings together a diverse community of artists, whose purpose it is to remove barriers and facilitate artistic expression through performance and the enjoyment of movement as a form of unique and spontaneous creation. classes 

momo runs weekly, daytime classes for adults and weekend classes for youth. these fun-filled classes teach creative movement, danceability and theatre games. classes are full of physical activity, imagination, music and expression. adults and youth with developmental, neurological, sensory, physical and cross-diagnosed disabilities are all welcome!   



momo performance ensemble:

the momo ensemble members are experienced dancers with and without disabilities. the group trains in techniques from dance improvisation, theatre, contemporary dance and vocal improvisation. the ensemble works with professional dancers, theatre artists and choreographers to create new works for presentation in momo productions, local festivals and other events during the calgary theatre season. our work challenges the boundaries of ability by working with them as creative material to find freedom, equality and innovative performance.



workshops:

momo periodically presents workshops with renowned, integrated dance teachers and companies from around the world throughout our season. momo offers workshops to community groups, dancers, children, adults and anyone interested in moving, expressing themselves and having fun."
134,0.0,0.8091999888420105,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","mortal coil performance society is dedicated to creating imaginative theatre and spectacle for all audiences. the company brings magic and myth to its performing characters through the use of stilts, masks and fantastic costuming.



the company theatrical productions"
135,0.0,0.5480999946594238,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","camphill ontario provides opportunities for adults with developmental disabilities to live, learn and work together with others in an atmosphere of mutual respect and equality. mosaics, pottery, weaving, drawing, painting"
136,0.0,0.5455999970436096,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","our vision is to inspire the creation of extraordinary public wall art that serves as a catalyst for community building. mural routes is dedicated to creating, promoting, educating, advising and linking artists, organizations and others that are interested in the development of public wall art. 



our goals: the mural art learning institute, including: 

introduction to mural arts: free learning program for all ages (14+) and skill levels (location & times vary) for the most up-to-date news, projects and opportunities follow us on facebook and twitter!  



facebook:  https://www.facebook.com/muralroutes  

twitter:  https://twitter.com/muralroutes  

instagram: https://instagram.com/muralroutes 

blog: http://muralroutes.ca/"
137,0.0,0.8949999809265137,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","its mandate is to help youth who have various barriers to obtaining further education and employment, develop their employability skills and goals with a particular focus on visual arts. the murphy centre is a not-for-profit organization that offers a wide variety of programs and services to youth at risk, including the community youth arts program. the over 8 years of success of this program can be attributed to the dedication of the centre"
138,0.0,0.49950000643730164,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","music liberatory aims to dramatically increase the number of female instrumentalists by providing meaningful, fun, and free music programming for women and girls. we believe that everyone is born with musical ability and that females in particular are systemically denied opportunity and taught to underestimate their capacity.



only a desire to share music is ever needed. no previous music experience or education is required for any of our programs. instruments are available to use free of charge. https://youtu.be/2doeak7acdw  by asna adhami 



https://youtu.be/udhqsofazr8 by tamar dina & andrea dorfman"
139,2.0,0.4244000017642975,"commun, art, artist, program, creativ, studio, children, provid, member, particip","mission statement: catalyst for community creativity.  



vision statements:

space for creative growth and expression

connected and engaged creative community

financial and organizational sustainability



nac objects:

the object of the society shall be to stimulate, encourage, promote, and assist in the development of individual interest, participation and public awareness, appreciation and support of aesthetic and cultural activities, endeavours, and production. art around town (port theatre / conference centre), heritage paint out shoot out, viex, culture days, artwalk, nanaimo beading circle, gallery (exhibiting artists / feature shows / showcases), islands short fiction competition, vancouver island short film festival, achievement awards.....and any other activities as they arise."
140,0.0,0.599399983882904,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","the native canadian centre of toronto is a community based, non-profit organization which provides a gathering place to deliver programs and services to the native people, while striving to reflect the traditional native cultural perspective. our native way has always given us life. on the foundation of this belief we will continue to build a strong and healthy native community. by providing a gathering place to deliver programs that celebrate our traditional perspective and ways of life, we move towards the unity and empowerment of our community. aboriginal art on display, authentic aboriginal arts and crafts for sale in gift shop, painting classes for adults and craft classes for kids, art workshops for youth (all free with membership), women's hand drumming, men's big drum instruction and big drum and dance socials every thursday (7-9pm, free), women and children's traditional dance classes, regalia making and beading classes."
141,1.0,0.5985999703407288,"commun, art, nation, cultur, indigen, danc, work, artist, first, workshop","native women in the arts is a not-for-profit organization for first nations, inuit and metis women who share the common interest of art, culture, community and the advancement of indigenous peoples."
142,3.0,0.6313999891281128,"art, commun, space, stori, cultur, creativ, share, peopl, togeth, creat","to create multiple opportunities for dialogue, skill sharing, and art making between people of differing socio-economic backgrounds, ages, cultures and abilities. we offer open studio art space."
143,0.0,0.8125,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","the north end arts centre is a neighbourhood arts centre which invited hundreds of young people in the area to enter into arts activities, generating the sense of community responsibility that arts involvement can stimulate. the encouragement of creative skills inspires both pride and wonder in young people, creating confidence in both themselves and their community. art programming is instrumental in providing youth a voice to express emotions associated with their life experiences. research shows that the benefits of arts extend way beyond providing a creative outlet. art allows for expression, creativity and imagination; builds cognitive skills, problem solving skills and social skills; develops self discipline and responsibility; builds cultural awareness and heightens self esteem.


ndinawe youth resource centre (nyrc) is a drop-in for our youth to call their own, the resource centre provides services and programs to help youth get their primary needs met, gain skills and see their potential. it is a place where youth are given the ability to develop into the leaders of tomorrow. sculptures, murals, carving, photo, video, music, drum-making, moccasin-making, leather, clay, sketching, silk-screening, painting, public art shows"
144,0.0,0.866599977016449,"art, commun, youth, artist, program, work, provid, develop, perform, peopl",neighbourhood arts network is dedicated solely to strengthening art-making in neighbourhoods throughout the city.
145,0.0,0.53329998254776,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","new traditions multi-arts is bringing creation to new heights. our goal is to educate, entertain, heal, and promote healthy life choices through performance, multi-media work, improv, movement and music. with exploration of humanity through aboriginal and non aboriginal teachings, we create at a medium that awakens and empowers the audience. we encourage them to view their lives in this diverse community, with limitless potential for creation together towards a understanding and collective future. in the past 2 years new traditions has traveled across ontario with debajehmujig theatre company through the arts network for children and youth (a.n.c.y) to engage youth in conversations about healthy life styles and choices through performances and other art forms. our first main stage production in 2010 ""reservations"" was a collective about sexuality, abuse, alcoholism, spirituality, and family. in 2011 new traditions focused on residential schools system with ""no choices, different voices"". a collective based on stories and research at from shingwauk hall (algoma university). this coming summer of 2012, one of our members, sarina merling, is creating a one woman show - a multi art creation work investigating the paths and outcomes of girls and young women in the north, growing up in rural and semi rural communities dominated by the activities of natural resource extraction and centralization of community decision making in regions other than the community location."
146,0.0,0.4131999909877777,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","nextdoor is an inclusive arts-based group that promotes mental health to those feeling isolated and alone by creating a sacred space where individuals can come together on a weekly basis to reflect on poetry, create art and be introduced to visiting artists. the aim of the program is to be accessible with no cost to the participants. values: non-judgement, safe, inclusive, open, kind, fun, compassion, supportive, creative, empowering. we meet weekly most mondays to participate in intuitive art making with mixed media. we foster open dialogue around community issues. we invite local artists to nextdoor to share their stories, participate in art making, conceptual process and creative thinking. we eat together, usually pizza because it is the best!"
147,0.0,0.6134999990463257,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","founded in 2009, nia centre for the arts is a toronto-based not-for-profit organization focused on the development of young people through culturally relevant arts experiences.  in addition to delivering culturally specific programming, nia centre showcases and promotes arts from an african-diasporic perspective in a way that engages inter-generational artists and the general population."
148,0.0,0.5645999908447266,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","the philosophy behind the centre is that everyone has the inherent right to engage in creative activity, and their mission supports that. as paul expounded, art-making allows an individual to tell a new story about who they are. it gives them a new identity as an artist. the most important thing is to offer people the chance to see themselves in a new light, and develop their self-worth through art.  the studio program is not intended as therapy, but a place where one can explore and development their interest in art to a new level. 



the objective in the studio is to provide a place of freedom for participants, allowing them to explore their creativity on their own. participants have  the nina haggerty centre for the arts provides a studio experience where adults with developmental disabilities can focus in a serious way on the creation of art and their own development as artists.  for many of these emerging artists, it is the first time that they have been recognized for their talent and capacity, rather than their disability.  most artists who come to work in the studio live in group homes with paid supports or with their families.  some require the assistance of support staff to attend. on international dance day, the centre presented its first dance recital with the support of local dance collective, mile zero dance.  the centre also offers free and low cost family and community art classes that are well attended. since moving to its expanded new facility, the centre has begun to offer weekly art classes for those struggling with addiction, as well as bi-weekly outreach to a child and family resource centre in the community. new goals include expansion of children"
149,0.0,0.4657000005245209,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","the northern cultural expressions society is a dynamic, non-profit organization committed to providing opportunities for young people to channel their energy into artistic expression and into personal growth and community involvement. programs are targeted at yukon first nation students and are open to all cultures. the carving program focuses on youth at-risk providing cultural and artistic programming in the hope of re-engaging youth with their cultural and artistic traditions."
150,5.0,0.4948999881744385,"art, program, commun, school, artist, disabl, organ, youth, engag, public",northern lights provides an inclusive accessible medium for anyone interested in  laser multimedia. we truly believe that disadvantaged groups given the opportunity are very creative and have a story to tell. northern lights offers opportunities of expression and creativity to a segment of the population silenced by disabilities.
151,0.0,0.8163999915122986,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","nu deal is part of the print studio's community arts activities. the 12-week program presents an opportunity for at-risk/youth-in-transition to learn screenprinting in a professional studio environment, and to design, market and sell their products in a social enterprise context. the print studio (tps) is an artist-run centre that is dedicated to promoting printmaking and media arts in contemporary artistic discourse. as a print production and exhibition space, animator of community arts and education centre, tps supports both traditional and experimental print and new media practices. the centre encourages critical inquiry, experimentation and innovation, and provides forums for discussion and examination of contemporary theory. tps supports artists in the development of their professional endeavours and acts as a resource centre for print culture by actively engaging the visual arts community. additional contact: ingrid mayrhofer  - project coordinator"
152,4.0,0.7813000082969666,"aborigin, art, urban, youth, commun, artist, program, focu, cultur, live","to provide murals in communities involving youth and elders. kangirqsujuaq mural (summer), iqaluit mural, igloolik mural, puvirnituq mural, kuujjuaq mural"
153,0.0,0.796500027179718,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","obsidian theatre company was born out of a passionate sense of artistic responsibility  obsidian produces plays from a world-wide canon focusing primarily, but not exclusively, on the works of highly acclaimed black playwrights. obsidian provides artistic support, promoting the development of work by black theatre makers and offering training opportunities through mentoring and apprenticeship programs for emerging black artists."
154,0.0,0.39469999074935913,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","pronounced ah-nah-mun, the onaman collective was formed in november of 2014 by isaac murdoch, christi belcourt and erin konsmo. we care so deeply about the youth and the future of our communities, each of us in our own way has been using our art for social change. we formed the collective for the express purpose of finding ways to converge land-based art creation with traditional knowledge, youth, elders and anishnaabemowin and cree languages. our goal is to empower young people with knowledge and skills about the earth from an traditional indigenous viewpoint. our activities range from canoe building to painting and everything in between. the important thing or us is the connection to the earth and the traditional knowledge shared among the people who have come together at the moment of creativity. organizers isaac murdoch & taryn pelletier speak about onaman collective's ""anishinaabemowin wiigwaam"": ojibway language house

https://youtu.be/7cstcyqfi44"
155,3.0,0.7749000191688538,"art, commun, space, stori, cultur, creativ, share, peopl, togeth, creat",our mandate is bring art into the public realm so everyone has access to free art in neighbourhood settings. we create unique spaces for artists to exhibit and encourage communities to share in the process of creating engaging public spaces. community members are welcome to participate in open field street projects.
156,0.0,0.4912000000476837,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","the oscs mandate is to maintain a healthy dehcho arts community. local artists & arts supporters including tonya cazon, john sabourin, stephen rowan, barb tsetso, heather and doug tate came together to address this gap in arts. their first activity was to set up artist vending tables during canada day celebrations in fort simpson so that local contemporary & traditional crafts artists could sell their artwork, this was the first open sky festival. they began as a festival society and grew from there into a community arts organization. the oscs mandate is to maintain a healthy dehcho arts community.



their rented artist run centre is their base for the gallery, office space and arts workshops. participants register for workshops. a minimal fee for workshops is charged, however, the society will occasionally subsidize the cost. past workshops include drawing, oil pastels, porcupine quilling, acrylic painting, wax crayon, professional pencil crayon, birch bark basketry, spruce root basketry, carving, rug hooking, moose hide tanning, tipi painting, animation, photography, quilting, felting, silver jewellery and moose hair tufting. some of the workshops are led by elders. the oscs also offers art as healing workshops. tracy expounded  the main catchment area is the dehcho region (est. population 8000) of the northwest territories, & the artist-run centre is based in ft. simpson (population 1,400). although the oscs is grassroots, the organization reached a national level when word got out about their festival and work throughout the year.



the open sky creative society (oscs) is a community arts organization that was founded as an artists"
157,1.0,0.7429999709129333,"commun, art, nation, cultur, indigen, danc, work, artist, first, workshop","otahpiaaki is a social innovation project based at mount royal university in calgary, canada. each year, otahpiaaki hosts our indigenous beauty, fashion and design week, featuring some of our region's most inspiring indigenous artists, designers, and creatives. we believe that the work of reconciliation is for neighbours and that important conversations and teachings can be shared through creative and artistic practices. all artists involved are indigenous artists and designers from 15 nations. otahpiaaki invites all, indigenous and non-indigenous to celebrate indigenous beauty, fashion, and design."
158,0.0,0.4740999937057495,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","we are an eclectic group of professional urban and graffiti artists, who work in a variety of mediums and styles. our roots are in aerosol arts, hip hop and street culture. we represent a local branch of an international movement, uniting ottawa's street artists in an internally mentored collective designed to provide alternative outlets for expression, while raising awareness about the creative side of graffiti. it is our goal to help transform neighborhoods and communities, unite residents, property owners and youth groups, and teach youth to make their voice heard in positive, creative ways. we work with business owners, community associations, youth groups, and the city to create murals through artistic mentorship programs geared towards community enhancement."
159,5.0,0.46779999136924744,"art, program, commun, school, artist, disabl, organ, youth, engag, public","to provide opportunities for self-expression to indigenous youth through the arts, while giving canadians the chance to learn more about indigenous peoples through performance."
160,0.0,0.1429000049829483,"art, commun, youth, artist, program, work, provid, develop, perform, peopl",o
161,5.0,0.517799973487854,"art, program, commun, school, artist, disabl, organ, youth, engag, public","support  professional art workshops are provided to groups of young people at an affordable rate and as charity. we are currently involved in special needs classrooms in elementary schools, offering them a chance to learn art and be able to unleash their creativity and express their inner artist. https://www.instagram.com/paintasmilefoundation/"
162,2.0,0.4788999855518341,"commun, art, artist, program, creativ, studio, children, provid, member, particip","crc gives the regent park community and beyond a space to be creative and experiment with your inner talent and skills. acrylic painting, crafts, learn an instrument, live band community worship. community music jam space on occasion. you tube channel - bit.do/inspiredsouls"
163,0.0,0.8574000000953674,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","meet other artists

to give the opportunity for young people to connect with their peers in an authentic way in the creation of the performing arts. to create meaningful connections with artistic mentors who are invested in the future generation of young professionals.



play openly

to laugh. to have fun. to empower young people to be young artists with the confidence to know that, through their passion, they can make a difference.



create new work

to generate a supportive yet rigorous community that inspires young people to create the highest caliber of artistic work.



share your voice

to bring a generation of young leaders into our cultural industry as practitioners, social entrepreneurs and advocates for social change through art. we value barrier free access to our programs. our programs are free-of-charge and are inclusive to peoples of all origin, faith, mobility, economic status, sexual orientation, and any other equity-seeking group. we value the diversity of voices that are the residents of our city and beyond. we create a culture for young people who have yet to see theatre as a tool for self-expression. http://paprikafestival.com/gallery/videos

https://www.youtube.com/watch?v=fuemmgvukic

https://www.youtube.com/watch?v=htwuejybwem"
164,0.0,0.7943000197410583,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","to empower homeless and at-risk youth by engaging their passions and strengths with a view to creating a supportive environment in which to work towards achieving personal life goals. p4y runs every thursday evening from 6-9. the evening begins with free meal, and is followed by focused time on individual projects. the youth are free to create individually, or with the help of volunteers. various mediums are used, such as painting, photography, sculpting, carving, poetry, drawing and music.

twice a year, the youth in the program have an opportunity to display their art and music in the community. the youth and facilitators organize an art and music show which is held in a local venue. the participants are able to sell their art, which is a great way to build self-esteem and self-worth.



the passion 4 youth fine arts program



what is p4y?:

p4y provides a safe and supportive environment for ottawa additional contact: ken maclaren - executive director of ottawa innercity ministries"
165,0.0,0.7806000113487244,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","paved arts is a non-profit, artist run centre for production, presentation, research and dissemination of contemporary media arts. the word paved is an acronym signifying the integration of media artforms addressed by our mandate: photographic, audio, video, electronic, digital. paved arts exists to support artists who work in these media. our mandate is to support local, regional and national artists working in the "
